stem,0,1,2,3,4,5,6,7,8,9
1483-1545-7284,38229,452223,1199551,40018,152557,0,8797,28625,0,0
1484-1546-7292,301930,1032235,466214,0,0,0,0,119621,0,0
1484-1546-7293,344427,1044681,402932,0,0,0,0,127960,0,0
1484-1546-7295,1058458,506202,283839,0,0,0,0,71501,0,0
1484-1546-7297,353420,1019157,438396,12961,0,0,0,96066,0,0
1485-1547-7303,335292,1113178,411929,0,0,0,0,59601,0,0
1486-10800-53150,633169,508627,745035,0,0,0,0,33169,0,0
1486-1548-7310,513632,969009,371086,0,0,0,0,66273,0,0
1486-1548-7311,122816,945602,791885,0,0,0,0,59697,0,0
1486-1548-8853,153134,947161,729846,54849,0,0,0,35010,0,0
1487-1549-7315,139031,1073440,632618,0,0,0,0,74911,0,0
1488-1550-7321,237549,985810,604521,36980,0,0,0,55140,0,0
1489-1551-7322,521262,692823,664661,0,0,0,0,41254,0,0
149-152-756,1069590,551638,165828,32403,0,0,86608,13933,0,0
149-152-768,46231,816800,934289,28747,0,0,74304,19629,0,0
149-152-772,69918,781804,929571,28122,0,0,82270,28315,0,0
1490-1552-8266,145969,883740,673029,29555,0,0,125160,62547,0,0
1491-1553-14479,74623,431329,1131521,38932,139299,0,68166,36130,0,0
1491-1553-50594,214398,653714,637409,25404,348252,0,19054,21769,0,0
1491-1553-50600,50231,523657,1016907,37069,280008,0,0,12128,0,0
1491-1553-50602,24501,402833,1312372,15439,153048,0,0,11807,0,0
1491-1553-7328,324931,682242,520109,39023,310517,0,0,43178,0,0
1492-1554-7329,90259,624557,1085247,0,245,0,98466,21226,0,0
1492-1554-7332,237422,765071,895245,0,0,0,0,22262,0,0
1493-1555-7333,359260,889120,623146,0,0,0,0,48474,0,0
1493-1555-7337,131631,909153,843435,0,0,0,0,35781,0,0
1493-1555-8527,682491,492161,498802,37627,0,0,0,37285,0,171634
1494-1556-7343,713637,232605,950784,0,0,0,0,22974,0,0
1495-1557-7352,155598,1273754,404172,0,0,0,0,86476,0,0
1496-1558-7356,67604,758139,994413,23185,0,0,35917,19657,0,21085
1496-1558-7357,253558,999861,528083,25449,0,0,53406,59643,0,0
1497-1559-7361,460202,818088,550752,0,0,0,0,90958,0,0
1498-1560-7367,642603,921313,310506,0,0,0,0,45578,0,0
1499-1561-7371,789744,817558,211815,0,0,0,59645,41238,0,0
15-15-79,72565,697939,1046092,84510,0,0,0,18894,0,0
15-15-80,489906,799778,569358,60958,0,0,0,0,0,0
15-15-82,583217,667778,512810,53907,0,0,102288,0,0,0
150-153-40984,373870,922553,480633,29796,0,0,51307,61841,0,0
150-153-785,191804,836645,799753,0,0,0,0,91798,0,0
150-5702-28343,91102,1036359,679971,0,0,0,23737,88831,0,0
150-5702-28344,191099,868066,839275,0,0,0,0,21560,0,0
1501-1563-7381,73851,978612,765160,0,0,0,55312,47065,0,0
1501-1563-7382,44545,877690,896846,0,0,0,46947,53972,0,0
1502-1564-65947,113039,564135,1182629,0,0,0,0,60197,0,0
1502-1564-65952,252413,1065449,516140,0,0,0,0,85998,0,0
1502-1564-66060,135129,1313496,340330,0,0,0,0,131045,0,0
1502-1564-66061,328395,971719,519863,0,0,0,0,100023,0,0
1502-1564-7386,182326,1135659,531306,0,0,0,0,70709,0,0
1504-1566-7394,154352,959151,743135,0,0,0,0,63362,0,0
1506-1568-7407,166997,663065,933627,0,0,0,114814,41497,0,0
1507-1569-7409,121969,834921,802976,0,444,0,65406,57355,0,36929
1508-1570-7416,213577,772265,887109,0,0,0,9518,37531,0,0
1509-1571-7418,15289,555013,1278320,44858,0,0,0,26520,0,0
1509-1571-7422,351961,731793,734710,48174,0,0,0,53362,0,0
151-154-2300,346866,880521,557445,35593,0,0,0,74190,0,25385
151-154-797,462409,796862,568757,0,0,0,0,76277,0,15695
1510-1572-7424,378481,886552,591291,8226,0,0,12395,43055,0,0
1511-1573-7427,310547,803671,716102,0,0,0,0,67392,0,22288
1512-1574-7431,387873,576751,655376,0,279099,0,0,20901,0,0
1513-1575-7435,203903,922022,751401,0,0,0,0,42674,0,0
1514-1576-7436,104404,655834,1026048,0,0,0,80592,48157,0,4965
1514-1576-7439,630968,641516,544679,0,0,0,24510,69757,0,8570
1517-1579-7449,818186,222603,868906,0,0,0,0,10305,0,0
1517-1579-7452,986689,243573,672669,0,0,0,0,17069,0,0
1518-1580-15252,163262,702901,398435,13507,570377,0,0,71518,0,0
1518-1580-7458,56484,766255,819212,81620,0,0,136206,60223,0,0
1519-1581-7476,450119,206790,1079855,23033,160203,0,0,0,0,0
152-155-800,164690,1301543,370100,0,0,0,25514,58153,0,0
152-155-801,256530,1072980,550695,0,0,0,8649,31146,0,0
152-449-2336,223095,1074085,475117,55483,0,0,39455,52765,0,0
1520-1582-7481,67491,790447,934750,0,0,0,0,127312,0,0
1521-1583-7484,271537,734427,808309,29083,0,0,55315,21329,0,0
1522-1584-7490,140246,528837,1152371,0,0,0,98546,0,0,0
1522-1584-7491,410988,712281,689643,39933,0,0,0,67155,0,0
1523-1585-7495,307439,1093410,477400,0,0,0,0,41751,0,0
1525-1587-7504,375677,928960,572646,0,0,0,0,42717,0,0
1526-1588-7509,481443,986697,382821,4894,0,0,50319,13826,0,0
1527-1589-7511,617610,958887,301067,0,0,0,0,42436,0,0
1528-1590-10392,142278,878732,768136,47220,0,0,80579,3055,0,0
153-157-806,619307,1032212,242776,0,0,0,0,25705,0,0
153-157-812,372164,627316,903776,0,0,0,0,16744,0,0
1530-1592-7530,90476,833845,949936,0,0,0,0,45743,0,0
1530-1592-7531,60946,737727,1056538,0,0,0,12923,51866,0,0
1531-1593-7533,150394,786619,755661,91623,0,0,135703,0,0,0
1532-1594-46328,190404,767528,867863,0,0,0,26844,67361,0,0
1532-1594-46329,217332,743028,807778,34069,0,0,61312,56481,0,0
1532-1594-61687,350092,930813,461036,15977,0,0,121689,40393,0,0
1532-1594-7540,97508,1009978,672355,59540,0,0,13790,66829,0,0
1532-1594-87441,223817,608417,931145,35371,0,0,61435,20495,0,39320
1532-9463-62011,130345,691671,943779,54821,0,0,46085,53299,0,0
1534-1596-10384,477806,937495,337484,85505,0,0,45706,36004,0,0
1534-1596-60247,327306,914509,527154,68176,0,0,43534,39321,0,0
1534-1596-7550,159603,775387,964220,0,0,0,0,20790,0,0
1536-1598-7558,222199,706570,829302,15336,0,0,0,107021,0,39572
1536-1598-7561,130027,845578,768177,17715,0,0,0,112153,0,46350
1536-1598-9045,150430,915742,671325,126116,0,0,0,19809,0,36578
1538-1600-7567,98276,826312,849198,23780,65542,0,0,56892,0,0
1539-1601-7576,388351,995765,355014,90793,48343,0,268,41466,0,0
154-158-817,274573,936282,627527,39095,0,0,0,42523,0,0
1540-1602-7573,274589,566155,1006352,0,0,0,43150,29754,0,0
1541-1603-7580,243645,838855,784858,0,0,0,0,52642,0,0
1542-1604-7581,100611,911734,833694,0,0,0,0,73961,0,0
1543-1605-7587,25713,749600,1100449,0,0,0,0,44238,0,0
1544-1606-7591,916465,669087,298053,0,0,0,0,36395,0,0
1544-1606-7593,494632,978758,409892,0,0,0,0,36718,0,0
1544-1606-7596,662778,730282,490169,0,0,0,0,36771,0,0
1545-1607-7603,101280,955516,776226,0,0,0,0,86978,0,0
1546-1608-7606,172588,1173532,511424,0,0,0,0,62456,0,0
1546-1608-8562,206558,1172855,442113,39248,0,0,0,59226,0,0
1548-1610-7613,418572,597440,758232,26765,0,0,84385,34606,0,0
1549-1611-7616,406793,744884,426998,0,277656,0,0,35320,0,28349
1549-1611-7617,392932,741489,489861,0,191688,0,0,37796,0,66234
155-159-3007,331343,1090780,403070,33305,0,0,22040,39462,0,0
155-159-3008,238117,1183981,422553,17978,0,0,28605,28766,0,0
155-159-3009,424223,955144,424256,63631,0,0,0,52746,0,0
155-159-3010,500717,928218,336234,76342,0,0,0,78489,0,0
155-159-3015,261329,1090487,444760,40296,0,0,37536,45592,0,0
155-159-3016,651236,683766,446234,63622,0,0,31485,43657,0,0
155-159-3017,286115,989671,507164,23283,0,0,98176,15591,0,0
1550-1612-7618,234449,858553,686135,56713,0,0,49531,34619,0,0
1550-1612-7622,368464,728574,742478,50520,0,0,29964,0,0,0
1551-1613-7624,202007,778642,653860,0,181658,0,17869,85964,0,0
1552-1614-7627,461866,881059,507459,0,0,0,0,69616,0,0
1553-1615-7632,369330,1016850,477814,0,0,0,0,56006,0,0
1554-1616-10300,46654,736423,970165,91532,0,0,0,75226,0,0
1554-1616-8693,377808,833795,572680,89438,0,0,0,46279,0,0
1555-1617-7635,185522,835441,737897,53447,0,0,77314,30379,0,0
1556-1618-7645,113039,223,1806738,0,0,0,0,0,0,0
1557-1619-7647,109633,1013022,695001,0,0,0,12318,90026,0,0
1557-1619-7652,73804,1109361,518993,4,0,0,0,140298,77540,0
1558-1620-7658,142872,956586,782972,0,0,0,4936,32634,0,0
1558-1620-7661,238732,923870,687422,0,0,0,23524,46452,0,0
1558-1620-9111,165939,891972,719945,39321,0,0,44502,58321,0,0
1559-1621-7664,35916,951135,833682,0,0,0,18085,81182,0,0
156-160-818,516476,909808,400726,0,0,0,0,43047,0,49943
1560-1622-7666,23219,832760,996165,0,0,0,0,37191,0,30665
1561-1623-7667,189066,686382,996021,0,0,0,0,48531,0,0
1563-1625-14912,177743,964269,628550,23577,0,0,108023,17838,0,0
1563-1625-14913,972302,777812,148610,0,0,0,0,21276,0,0
1563-1625-14914,261155,1164669,473797,0,0,0,0,20379,0,0
1563-1625-7682,134092,1011902,637433,47309,0,0,34887,54377,0,0
1564-1626-7673,320588,988938,505044,0,0,0,0,105430,0,0
1564-1626-7675,217135,1011868,620626,0,0,0,0,70371,0,0
1565-1627-7677,378762,1047650,468051,0,0,0,0,25537,0,0
1565-1627-9702,391011,821936,596889,41276,0,0,0,48519,0,20369
1566-1628-7686,256993,1089624,504925,0,0,0,0,68458,0,0
1567-1629-7690,240158,1093776,455706,0,0,0,58986,71374,0,0
1568-1630-7695,424703,596017,689155,30852,0,0,100608,51579,0,27086
1569-1631-34997,89148,1029999,754847,4560,0,0,16868,24578,0,0
1569-1631-35885,294340,1015377,493606,82537,0,0,34140,0,0,0
157-161-821,268792,1041687,571466,0,0,0,0,38055,0,0
157-161-823,229256,1144033,490636,0,0,0,0,56075,0,0
157-161-907,534800,919384,412297,0,0,0,0,53519,0,0
1570-1632-7702,163042,985928,710623,0,0,0,0,60407,0,0
1570-1632-7704,561360,1050286,267214,0,0,0,0,41140,0,0
1571-1633-7710,169142,868182,829041,0,0,0,0,53635,0,0
1572-1634-7712,273962,1076196,462250,0,0,0,34024,73568,0,0
1572-1634-9236,393085,944752,410130,55349,0,0,74089,42595,0,0
1573-1635-7713,104886,970467,763916,0,0,0,0,80731,0,0
1574-1636-7717,348409,841839,686348,0,0,0,0,43404,0,0
1575-1637-7722,107171,808570,949411,0,0,0,0,54848,0,0
1576-1638-29274,344092,1024061,424349,0,0,0,106828,20670,0,0
1576-1638-29275,851167,733078,236123,0,0,0,87778,11854,0,0
1576-1638-7729,453254,662396,729501,0,0,0,0,68378,0,6471
1576-1638-9936,296625,972972,532107,54859,0,0,0,63437,0,0
1577-1639-7733,558170,377249,984581,0,0,0,0,0,0,0
1578-1640-7735,136918,1074004,586908,0,0,0,0,122170,0,0
1579-1641-7737,320888,641466,895519,0,0,0,0,62127,0,0
1579-1641-9133,144728,688121,990226,42579,0,0,0,54346,0,0
158-162-825,791355,732042,353793,0,0,0,0,42810,0,0
1581-1643-7742,199545,940663,571960,52759,0,0,29898,125175,0,0
1582-1644-7744,377076,589749,861644,14394,0,0,0,77137,0,0
1583-1645-39145,268853,829585,601376,46059,0,0,124855,49272,0,0
1583-1645-39147,216570,948631,604736,0,0,0,36065,113998,0,0
1583-1645-40242,60580,664146,1015237,33017,0,0,110166,36854,0,0
1583-1645-7747,182423,1014165,664793,0,0,0,0,58619,0,0
1584-1646-7750,165367,1007871,667926,0,0,0,0,78836,0,0
1586-1648-7758,545331,865129,381862,0,0,0,0,61752,0,65926
1587-1649-7763,133083,1041568,441337,65864,151703,0,0,86445,0,0
1588-1650-7770,296739,1124352,433618,0,0,0,0,65291,0,0
1589-1651-7776,498870,844033,512096,0,0,0,0,65001,0,0
159-163-1862,746420,605395,526429,0,0,0,0,41756,0,0
159-163-1865,406503,916292,389982,123773,0,0,83450,0,0,0
1590-1652-7778,444715,783864,584693,0,0,0,0,106728,0,0
1591-1653-7781,163998,813173,923570,0,0,0,0,19259,0,0
1591-1653-7783,195943,793380,904812,0,0,0,0,25865,0,0
1593-1655-7789,531262,852461,444145,45070,0,0,27609,19453,0,0
1593-1655-7791,539926,905233,308951,64919,0,0,84254,16717,0,0
1593-1655-7793,549358,915711,306950,65692,0,0,67790,14499,0,0
1594-1656-7798,310597,876870,662871,0,0,0,0,69662,0,0
1594-1656-7799,674381,793019,397568,0,0,0,0,55032,0,0
1595-1657-7803,378682,1029622,455816,0,0,0,0,55880,0,0
1596-1658-7804,695553,574202,604333,0,0,0,0,45912,0,0
1596-1658-9160,430539,392763,950666,84124,0,0,61908,0,0,0
1596-1658-9161,331247,621855,863770,56105,0,0,18266,28757,0,0
1597-1659-7807,307559,630161,925611,0,0,0,12291,44378,0,0
1597-1659-8963,27527,391431,1454114,27231,0,0,0,19697,0,0
1597-1659-8967,43206,453352,1353722,29111,0,0,0,40609,0,0
1598-1660-7816,136736,667668,864093,92194,0,0,20019,14873,0,124417
16-16-86,177063,886992,664172,0,0,0,0,191773,0,0
16-16-87,137657,930325,747106,0,0,0,0,104912,0,0
160-164-853,719377,579934,522645,0,0,0,0,98044,0,0
1600-1662-7813,509363,771483,554004,0,0,0,0,85150,0,0
1600-1662-8365,348197,731970,759506,30400,0,0,0,49927,0,0
1602-1664-7815,241142,1137569,430915,0,0,0,0,110374,0,0
1603-1665-7819,209964,1020550,558242,139,0,0,73505,57600,0,0
1604-1666-7824,29466,712051,1146805,0,0,0,0,31678,0,0
1604-1666-7831,42614,681256,1173640,0,0,0,0,22490,0,0
1604-1666-8955,151806,876324,820425,61028,0,0,0,10417,0,0
1605-1667-7836,207147,942997,715874,0,0,0,0,53982,0,0
1605-1667-7837,145023,977435,733636,0,0,0,0,63906,0,0
1606-1668-7843,1099006,567625,134002,0,0,0,76947,42420,0,0
1607-1669-58316,297221,942430,458267,1253,0,0,112908,41669,0,66252
1607-1669-58323,99527,759965,921892,0,0,0,37291,38459,0,62866
1607-1669-59289,88019,806839,839827,75644,0,0,74768,6716,0,28187
1607-1669-7845,289611,914942,540576,40762,0,0,101626,32483,0,0
1607-1669-8118,346873,992351,507530,0,0,0,0,73246,0,0
1607-1669-8128,834202,416062,546250,89482,0,0,34004,0,0,0
1607-1669-8129,361510,797093,511002,104924,0,0,117876,15088,0,12507
1608-1670-7847,126915,637187,1128850,0,0,0,0,27048,0,0
1609-1671-7849,78575,1050917,728791,0,0,0,0,61717,0,0
1609-1671-9019,23402,915510,848177,86929,0,0,0,45982,0,0
161-165-866,732600,561457,528764,49604,34515,0,0,13060,0,0
1610-1672-7851,372682,426026,501803,0,568786,0,0,50703,0,0
1610-1672-8390,204343,653833,258757,25309,733641,0,0,44117,0,0
1610-1672-8391,55777,596094,609921,21657,563014,0,0,42020,0,31517
1611-1673-14802,180794,1055539,534259,61081,0,0,0,62093,0,26234
1611-1673-7853,202021,998745,620184,0,0,0,0,99050,0,0
1611-1673-9014,264792,1194397,401380,34389,0,0,0,25042,0,0
1612-1674-9174,303636,1017191,520129,21977,0,0,0,57067,0,0
1612-1674-9175,243049,1007759,501012,39912,0,0,68911,59357,0,0
1613-1675-7862,242487,903314,599495,0,117166,0,0,57538,0,0
1615-1677-7871,99962,1032170,695937,0,0,0,0,47678,0,44253
1615-1677-7880,290738,1151062,429308,0,185,0,0,48707,0,0
1617-1679-10450,105012,857582,700106,110328,0,0,96181,16422,0,34369
1617-1679-7903,57166,497272,1285451,40006,0,0,0,25731,0,14374
1617-1679-9407,232383,623412,836325,36261,0,0,175474,16145,0,0
1618-1680-7889,414289,940851,518579,0,0,0,0,46281,0,0
1618-1680-7892,424865,888904,536458,0,0,0,0,69773,0,0
1618-1680-7894,245724,896596,729363,0,0,0,0,48317,0,0
1618-1680-7895,195639,1217998,422518,0,0,0,0,83845,0,0
1618-1680-7896,53789,654584,1160590,0,0,0,0,51037,0,0
1618-1680-9239,106739,867284,877834,25584,0,0,26891,15668,0,0
1618-1680-9240,415881,960293,466449,33894,0,0,0,43483,0,0
1619-1681-7905,789388,654128,388966,0,0,0,0,64013,0,23505
162-166-883,471210,656571,725503,43167,0,0,0,23549,0,0
1620-1682-7906,108724,1078713,561268,0,0,0,59611,111684,0,0
1621-1683-7908,299814,989595,501683,0,0,0,67699,61209,0,0
1622-1684-7914,955196,467824,496980,0,0,0,0,0,0,0
1622-1684-7916,655289,583945,635999,0,0,0,0,44767,0,0
1622-1684-7918,407474,594434,867420,0,0,0,0,50672,0,0
1623-1685-7919,362253,370392,1165942,6250,0,0,0,15163,0,0
1623-1685-7920,232982,358579,1274868,27063,0,0,0,0,0,26508
1624-1686-7934,558820,382047,955317,0,0,0,0,23816,0,0
1626-1688-7937,301462,796252,418496,58366,313761,0,0,31663,0,0
1627-1689-7941,210101,733485,875985,0,0,0,0,46943,0,53486
1628-1690-7944,541541,599888,709596,0,0,0,0,68975,0,0
1629-1691-7949,217719,1195291,346228,79308,0,0,0,81454,0,0
1629-1691-7951,69387,715336,1003012,65965,0,0,0,66300,0,0
1630-1692-7959,552982,918051,387549,0,0,0,37273,24145,0,0
1631-1693-7978,572595,827588,484900,0,0,0,0,34917,0,0
1632-1694-7993,306654,1073370,513712,0,0,0,0,26264,0,0
1634-1696-7997,920905,73846,925249,0,0,0,0,0,0,0
1635-10667-53621,219954,1130015,489882,58219,0,0,0,21930,0,0
1635-10667-53622,110330,994794,721732,50067,0,0,0,11686,0,31391
1635-1697-8004,126949,1035752,700464,0,0,0,0,56835,0,0
1635-1697-9596,72393,932532,821548,60192,0,0,0,33335,0,0
1635-1697-9599,64554,786234,1000182,37387,0,0,17756,13887,0,0
1636-1698-8005,754181,855260,238806,0,0,0,0,71753,0,0
1636-1698-8008,83691,899715,859286,0,0,0,0,77308,0,0
1637-1699-8009,103766,942039,786106,0,0,0,0,88089,0,0
1639-1701-8014,330153,912682,550166,43910,0,0,25580,57509,0,0
164-168-898,416518,953064,486555,0,0,0,28224,35639,0,0
1640-1702-8020,86828,942202,822243,0,0,0,16731,51996,0,0
1641-1703-8024,211695,1060936,561642,0,0,0,0,85727,0,0
1641-1703-8025,44131,822769,971888,0,0,0,0,81212,0,0
1642-1704-8708,505801,894257,407075,62516,0,0,0,50351,0,0
1643-1705-8029,360936,1168315,319753,0,0,0,0,70996,0,0
1645-1707-10368,87059,883142,794171,31715,0,0,79957,43956,0,0
1645-1707-8037,20024,909302,929809,0,0,0,0,60865,0,0
1645-1707-8038,420450,623030,853918,0,0,0,0,22602,0,0
1645-1707-8039,305012,648837,935595,0,0,0,0,30556,0,0
1647-1709-8045,23439,977370,880167,0,0,0,0,39024,0,0
1647-1709-8047,84475,1119062,640903,0,0,0,0,75560,0,0
1648-1710-8054,912212,379992,566203,0,18246,0,0,43347,0,0
1648-1710-8055,127995,921999,758072,0,0,0,0,111934,0,0
1649-1711-8066,438587,757404,571041,0,0,0,17115,94824,0,41029
1649-1711-8067,898291,880433,57278,0,0,0,19291,64707,0,0
1650-1712-10497,345522,920585,508589,35417,0,0,51955,57932,0,0
1650-1712-8068,346616,936378,575948,0,0,0,0,61058,0,0
1650-1712-8069,353352,929840,573990,0,0,0,0,62818,0,0
1651-1713-8072,67252,833131,756998,0,0,0,0,149535,0,113084
1651-1713-9583,63928,713448,877251,50518,0,0,0,80131,0,134724
1652-1714-8077,43209,1032147,790363,0,0,0,29936,24345,0,0
1652-1714-8078,48827,1069529,728625,0,0,0,35489,37530,0,0
1653-1715-8080,725645,425761,725386,0,0,0,0,43208,0,0
1654-1716-9187,191497,956134,680495,28466,0,0,0,63408,0,0
1655-1717-31711,110554,892374,807391,37392,0,0,30451,41838,0,0
1655-1717-33529,176192,846845,697534,145108,0,0,31310,23011,0,0
1655-1717-8085,106911,1196951,497728,0,0,0,0,118410,0,0
1657-1719-8088,275767,775633,691525,45539,0,0,67258,64257,0,21
1658-1720-8093,287390,545692,988579,44762,0,0,29770,23807,0,0
1658-1720-8101,371976,550919,866721,32702,0,0,73328,24354,0,0
1659-1721-8097,119354,934588,805169,0,0,0,0,60889,0,0
166-170-72742,547800,426308,499042,0,408265,0,0,38585,0,0
166-170-74008,900830,313375,629475,37523,0,0,38797,0,0,0
166-170-927,576910,628709,669151,0,0,0,0,45230,0,0
1660-1722-8106,587462,732689,427643,0,0,0,113880,58326,0,0
1660-1722-8108,26839,589116,1202686,0,0,0,75841,20793,0,4725
1661-1723-8109,240824,533635,1041381,0,0,0,0,47133,0,57027
1661-1723-8111,487658,1161953,145415,0,0,0,1070,67773,0,56131
1662-1724-8112,449187,846222,577293,0,0,0,0,47298,0,0
1664-1726-8117,443041,792691,617815,0,0,0,0,66453,0,0
1664-1726-9076,876725,385502,597403,54980,0,0,0,5390,0,0
1666-1728-8132,194882,1068336,636272,0,0,0,0,20510,0,0
1667-1729-10230,296115,964327,552076,38013,0,0,49555,19914,0,0
1667-1729-10231,277700,1028074,505068,21123,0,0,49718,38317,0,0
1667-1729-10232,216910,753239,858604,33474,0,0,50275,7498,0,0
1667-1729-8136,254397,948487,663538,0,0,0,0,53578,0,0
1667-1729-9737,893044,661661,257386,29128,0,0,69258,9523,0,0
1667-1729-9738,1036405,510730,294503,36148,0,0,39678,2536,0,0
1667-2813-13266,707587,733425,334522,30993,0,0,103618,9855,0,0
1667-2813-13269,753382,665974,377351,51543,0,0,71750,0,0,0
1669-1731-8141,332731,691747,863605,0,0,0,0,31917,0,0
167-171-1653,449153,915200,452844,19393,0,0,38192,45218,0,0
1670-1732-53976,100494,969627,763372,0,0,0,58135,28372,0,0
1670-1732-55487,132770,966477,715136,36457,0,0,51153,18007,0,0
1670-1732-8152,107202,1014306,742150,0,0,0,0,56342,0,0
1670-1732-8155,34729,811893,1038253,0,0,0,0,35125,0,0
1670-1732-9734,286388,1009927,580653,17221,0,0,7455,18356,0,0
1671-1733-8158,140502,685259,975757,58398,0,0,50092,9992,0,0
1672-1734-8161,578725,906394,331035,0,0,0,22878,80968,0,0
1672-1734-9570,67610,888347,832984,65432,0,0,0,65627,0,0
1673-1735-8162,306463,1083629,464935,0,0,0,0,64973,0,0
1673-1735-8165,307106,869838,686790,0,0,0,0,56266,0,0
1673-1735-9753,476096,818565,489044,37290,0,0,59186,39819,0,0
1674-1736-8168,604799,847144,444290,0,0,0,0,23767,0,0
1675-1737-8172,136833,827147,875637,0,0,0,0,80383,0,0
1675-1737-8173,248114,1070647,491307,0,0,0,0,45190,0,64742
1676-1738-8178,72180,1146708,566577,64825,0,0,19990,49720,0,0
1678-1740-9184,255094,682025,867941,49458,0,0,0,65482,0,0
1679-1741-8199,178826,1129802,476771,73928,0,0,0,60673,0,0
168-172-82945,460944,998587,381599,0,0,0,0,78870,0,0
168-172-83715,435368,815713,553210,35766,0,0,61348,18595,0,0
168-172-949,54842,787113,1039986,0,0,0,0,38059,0,0
1680-1742-8193,281294,929002,412702,51945,87994,0,45972,56993,0,54098
1680-1742-8194,379436,636320,731580,42423,0,0,43456,23035,0,63750
1682-1744-8196,40949,755522,1072983,0,0,0,0,50546,0,0
1682-1744-8198,90684,1070205,647171,0,0,0,0,111940,0,0
1682-1744-9736,154368,887654,730590,49380,0,0,0,98008,0,0
1684-1746-8209,765504,529534,443256,0,0,0,0,28861,0,152845
1684-1746-8210,89852,455448,1168053,0,0,0,26414,32774,0,147459
1685-1747-8216,202294,925772,715539,0,0,0,0,76395,0,0
1687-1749-8223,298901,462974,1132638,0,0,0,0,25487,0,0
1689-1751-8233,393437,929217,559726,0,0,0,0,37620,0,0
1689-2166-10255,105254,536439,1189294,44647,0,0,41167,3199,0,0
1689-2837-13396,300757,841845,560236,0,0,0,111878,105284,0,0
169-173-15828,152166,996753,699268,0,0,0,27365,44448,0,0
1692-1754-8242,652710,550298,597829,37121,0,0,67827,14215,0,0
1694-1756-8254,635992,477199,738641,0,0,0,15282,52886,0,0
1695-1757-57584,282019,771236,448041,52611,239333,0,67601,59159,0,0
1695-1757-8255,221957,975427,499660,0,0,0,98189,124767,0,0
1696-1758-8258,216040,1032929,613842,0,0,0,0,57189,0,0
1697-1759-27664,452942,967300,435549,30606,0,0,19330,14273,0,0
1697-1759-27665,450654,861916,558676,26502,0,0,0,22252,0,0
1697-1759-28435,198616,757271,876383,63127,0,0,6746,17857,0,0
1697-1759-28437,235569,1025747,595093,48214,0,0,0,15377,0,0
1697-1759-8260,173501,1070879,622892,0,0,0,0,52728,0,0
1698-1760-8265,155676,1170967,571229,0,0,0,0,22128,0,0
1699-1761-8268,56935,771416,1029525,0,0,0,0,62124,0,0
17-17-90,670601,437560,771844,0,0,0,0,39995,0,0
170-174-960,530148,1193755,183395,0,0,0,0,12702,0,0
1700-1762-8272,770717,260103,840797,0,0,0,0,33052,0,15331
1702-1764-8279,55031,1072381,577026,75542,0,0,97912,42108,0,0
1703-1765-8286,294302,981571,549329,0,0,0,45273,49525,0,0
1704-1766-8289,720083,0,1199917,0,0,0,0,0,0,0
1705-1767-8297,110996,1110068,667412,0,0,0,0,31524,0,0
1705-1767-8298,365573,1075934,446972,0,0,0,0,31521,0,0
1705-1767-8299,240217,1103852,528957,0,0,0,0,46974,0,0
1705-1767-8300,128322,784608,940506,0,0,0,23419,43145,0,0
1706-1768-8306,456138,790637,584458,0,0,0,0,88767,0,0
1706-1768-8309,343396,1170107,270531,0,56425,0,0,79541,0,0
1706-1768-9258,118564,642905,1047208,33464,0,0,0,77859,0,0
1706-1768-9262,573638,405264,883482,33075,0,0,0,24541,0,0
1708-1770-8353,103966,291519,1498823,0,0,0,7491,18201,0,0
1708-1770-8354,126949,778042,816580,0,0,0,17426,43693,0,137310
1708-1770-8355,62809,740688,1051409,0,0,0,9962,55132,0,0
1709-1771-8316,472989,349644,642057,18032,437278,0,0,0,0,0
171-175-971,65519,790385,1008230,0,0,0,32747,23119,0,0
171-5007-24804,451320,927063,501298,15299,0,0,0,25020,0,0
1710-1773-8323,348847,403407,1125413,21931,0,0,0,20402,0,0
1711-1774-8324,245138,998906,652033,0,0,0,0,23923,0,0
1711-1774-8325,405078,1109203,389276,0,0,0,0,16443,0,0
1711-1774-8327,435530,1114668,349979,0,0,0,0,19823,0,0
1712-1775-8329,703977,622276,546167,0,0,0,0,47580,0,0
1712-1775-9898,586009,751822,457602,40147,0,0,0,84420,0,0
1713-1776-8400,449159,930434,496164,0,0,0,0,44243,0,0
1714-1777-77286,192189,875219,685099,67258,0,0,82577,17658,0,0
1714-1777-8346,221666,860330,731721,11809,0,0,68475,25999,0,0
1714-1777-9510,349548,888647,637174,25549,0,0,0,19082,0,0
1716-1779-11656,187601,1149092,511360,23260,0,0,0,48687,0,0
1716-1779-14844,267718,1330894,254665,6888,0,0,0,59835,0,0
1716-1779-14845,164797,1195043,491499,0,0,0,0,68661,0,0
1716-1779-15831,201225,1198409,432962,42852,0,0,0,44552,0,0
1716-1779-8363,217049,1360282,276534,0,0,0,0,66135,0,0
1717-1780-8366,170542,1163330,509021,0,0,0,30226,46881,0,0
1719-1782-8372,619358,593016,623670,0,0,0,33031,50925,0,0
172-176-974,58526,739685,1021435,0,0,0,0,43391,0,56963
1720-1783-8374,497004,1062222,296758,0,0,0,0,64016,0,0
1720-1783-8376,238010,1097438,544534,0,0,0,0,40018,0,0
1721-1784-8381,215877,702411,644382,47272,290882,0,0,19176,0,0
